0,"Thegarkeyrt er upp Holsveg adh gatnamotum Langholtsvegar og Holsvegar er skert sjon a komandi umferdh nordhur Langholtsveg maetti hafa umferdharspegil Einnig a gatnamotum Efstasunds og Holsvegar er haegri rettur sem margir atta sig ekki a og keyra hratt yfir gatnamotin tharfnast urbota spurning medh hradhahindranir threngri gotu til adh draga ur hradha edha stodhvunarmerki/bidhskyldu sbr gatnamot ofar Kambsvegur/Holsvegur og Hjallavegur/Holsvegur"
0,"Idag er tharna trodhidh gras thvi thadh er fjolmargir sem fara thessa leidh Thetta yrdhi baett tenging fyrir virka vegfarendur ur Voga og Heimahverfinu yfir i Skeifuna"
0,"Aukurfjolbreytni i utivist og nytist ithrottakennurunum til adh aukinnar fjolbreytni i ithrottastarfi og utivist"
1,"Natturugripasafnidhhefur veridh i kossum i X morg ar vaeri thetta hus ekki frabaer stadhur fyrir thadh ?"
0,"Breittirtimar thegar hverfidh er byggt er kannski 1 bill a heimili Nu er alvanalegt adh 2 bilar seu a hverju heimili og jafnvel fl Illa lagdhir bilar a thraungum bilastaedhum skapa baedhi haettu og pirring Nanustu skildmenni veigra ser vidh adh koma vegna skorts a bilastaedhum thar sem gestastaedhi eru alltaf full a thar serstaklega vidh um eldra folk"
0,"Hringekjureru vinsaelar vidha i almenningsgordhum og sem foreldri 3 ara hringekju fikils thaetti mer gaman adh sja fleiri slikar her i borg Eg veit adh thadh er ein i Fjolskyldu og husdyragardhinum en thadh vaeri agaett ef mogulegt vaeri adh borga fyrir stakar ferdhir i hringekju an thess adh gera thadh adh ferdh i Laugardalinn medh theim kostnadhi og tima sem i thadh fer venjulega Hringekjur eru alveg fyrir fullordhna lika og eflaust myndu einhverjir fjolga gonguturum um Hljomskalagardhinn ef falleg hringekja vaeri thar"
0,"Nemendurthurfa adh vera upplystir um kosti og galla internetsins og vera medhvitadhir um moguleika thess"
0,"VidhSlettuveg bua adhallega oryrkjar og aldradhir og theirra fjolskyldur Margir theirra nota Straeto mikidh En thadh er engin gangstett fra stoppustodh Straeto adh Slettuvegi 7 og 9 Gatan er throng og talsverdh umferdh um hana thvi er mikil slysahaetta fyrir folk sem er adh koma og fara medh Straeto sem eru margir Thetta er allstor vinnustadhur auk thess sem ibuar eru margir"
0,"Baetirandlegt heilbrigdhi ibua vegna vanefnda borgarstjornar"
0,"Thadher oft ekki nog adh vita hvenaer vaginn kemur a thessa bidhstodh thadh er gott adh vita hvenaer hann verdhur kominn a leidharenda Gomlu toflurnar syndu thadh hver er astaedhan fyrir adh theim var hent ut ?"
0,"Borginhefur byggt upp ithrottastarf i Laugardal en ekki oruggt adhgengi fyrir thau fjolmorgu born ur ymsum hverfum a ollum aldri sem dag hvern saekja thetta starf"
0,"Bondamarkadhurmedh lifraenar vorur getur styrkt islenska Portobelloroad"
0,"OlduigataBarugata Ranargata Myrargata Vesturgata AEgisgata aettu allar adh vera einstefnugotur medh bilastaedhum odhrum megin og gjaldskyldu Eins og stadhan er nuna er algengt adh bilhrae standi manudhum saman i gotunum og umferdh getur ekki maest I hverfinu eru otal Hotel og leigdhir bilar ferdhamanna fylla goturnar a medhan bilastaedhishus eru vannytt Thessi gomlu hverfi eiga afram adh vera fyrir haega umvferdh"
0,"Aukidhumferdharoryggi medh thvi adh draga ur hradhakstri"
0,"Eghef tekidh eftir thvi i vetur adh oft er ansi dimmt a gotum uti og verdh tha vor vidh adh thadh vantar lysingu a morgum stodhum Thetta gerir monnum erfitt fyrir serstaklega i slaemu skyggni og vondri faerdh A leidh minni i Mjodd i morgun for B ustadhaveg taldi eg 38 ljosastaura sem lystu ekki"
0,"eggiska a efri hluta seljabrautar sunnanmegin vantar bilastaedhi thar"
0,"AFlugvallarveginum fyrir nedhan Keiluhollina og vidh Vodafone Hollina er onotudh bidhstodh Thar sem leidh 18 fer um Bustadhaveg milli Grensasvegar og Snorrabrautar stoppar hann a nokkrum stodhum vidh Bustadhaveginn medhal annars vidh Perluna Leidh 18 fer um gatnamot Flugvallarvegar og Bustadhavegar en stoppar ekkert a milli Perlunnar og Snorrabrautar Thar sem stoppistodhin vidh Flugvallarveg er onotudh aetti ekki adh vera flokidh fyrir leidh 18 adh fara um Flugvallarveg i badhar attir"
0,"Herer godhur gongustigur medh sjonum sem erfitt er adh komast adh nema keyra alla leidh adh verkinu Solfar og thar getur veridh erfitt adh komast adh a stundum Ef gerdh yrdhu eitt edha fleiri bilastaedhi vidh Saebrautina thannig adh bilstjorar a leidh i vestur gaetu stoppadh og fengidh ser sma gongutur tha mundi nytni stigsins aukast Serstaklega gott fyrir folk sem er busett utan 101 Thadh er nog plass fyrir bilastaedhi a thessu svaedhi og ekki tharf adh heyja a theim! Sama a reyndar vidh um gongustig vidh Eidhisgranda"
0,"Sammalathessu en i midhjunni er gangstett og ef madhur bakkar i staedhidh thar fara krakkarnir beint thar uppa og svo a gognustiginn Adheins fleiri skref en mun oruggara allar eyjurnar aetti samt adh vera thannig frekar en girdhingar og grodhur"
0,"Ljosineru nu stillt thannig adh bilaumferdh er hleypt af stadh adhur en gangandi vegfarendur fa graent Born a leidh austur Hateigsveg a leidh sinni i skolann thurfa adh treysta a thadh adh bilar sem beygja sudhur Longuhlidh bidhi eftir adh thau komist yfir Ef gangbrautarljosin syndu graent nokkrum sekundum fyrr tha hefdhu bornin taekifaeri til adh komast yfir a umferdhareyjuna adhur en bilar a leidh sudhur Longuhlidh leggdhu af stadh yfir gatnamotin Rautt gonguljos kaemi tha einnig fyrr svo gatnamotin naedhu adh hreinsast"
1,"Undirgongthykja ekki fysilegur kostur og gangandi vegfarendur upplifa sig gjarnan oorugga Adhgerdhir sem gera umhverfidh oadhladhandi og oheppilegt fyrir gangandi og hjolandi gerir thadh einfaldlega adh verkum adh faerri kjosa adh ganga og hjola Fleiri velja thvi adh fara um akandi og vidh thadh eykst umferdh Godh leidh til adh draga ur umferdh er adh taka tillit til gangandi og hjolandi sem okumadhur og vera thannig thatttakandi i thvi adh hvetja til annara ferdhamata og draga thannig ur bilaumferdh"
1,"Egbjo Tharna um tima i Selvadhi og verdh adh segja adh eg heyrdhi ekkert fra umferdhinni a Breidhholtsbraut einstaka nidh a haannatima og thegar motorhjolin fa frelsi a vorin adh odhru leiti var engin truflun fra veginum mer finnast morg onnur verkefni mun brynari en thetta td adh setja ljos a gongustiga i hverfinu og ruslakorfur sem sjast Medh thvi adh setja ljos vidh gongustiga tel eg thadh auka oryggi vegfaranda"
0,"Varadh horfa a TED fyrirlestur um ibua Todmorden Thar foru thau bara af stadh og hafa virkjadh samfelagidh i sjalfbaerri raektun innan borgarmarkanna Video segja meira en morg ordh"
0,"Tekundir thetta Auk thess tharf endurbaetur a aparolo a opna svaedhinu fyrir nedhan Seidhakvisl Mikilvaegt adh thessu verdhi kippt i lidhinn sem fyrst"
0,"AAEgisgotunni er 30 km/klst hamarkshradhi en algengt er adh ekidh se hratt a milli Geirsgotu og Ranargotu og thannig verdha gjarnan arekstrar a horni Vesturgotu og AEgisgotu Thar maetti thvi setja nidhur hradhahindrun Algengar gonguleidhir yfir AEgisgotuna eru vidh Ranargotu enda er thar gangbraut Eins er algengt adh gengidh se yfir AEgisgotu vidh Oldugotu og Vesturgotu Skyra maetti forgang gangandi folks medh gangbrautum a thessum stodhum"
0,"Tharnaeru gamlar troppur og brattar sem eru skemmdar Handridh er laust og vantar eins og fram hefur komidh skabraut fyrir barnavagna reidhhjol og hjolastola"
1,"Thadher helviti hart adh vita til thess adh ekki se betur hugsadh um fjarmuni Reykjavikurborgar Stadh thess adh flytja alla starfsadhstodhu medh framtidhar uppbyggingu vidh Hadegismoa Byggja einhverja stuku sem Fylkir hefur ekki efni a adh byggja og er hugmynd borgarfulltrua Sjalfstaedhismanna og formanns Fylkirs er ekki vidh haefi Haettum thessu rugli adh thenja ut starfsemi Fylkirs a stadh sem ekki er haegt adh legga bifreidhum Sem hefur ordhidh til thess adh studhningsmenn geta hvergi lagt Thetta er stort vandamal sem"
1,"Thadher svo yndislegt adh geta gengidh AEgisidhuna a kvoldin og skodhadh stjornubjartann himininn og stundum nordhurljosin Njotum thess Stundum er myrkidh bara gott Vidh skulum fara haegt i adh lysa upp strandlengjuna Borgin er vel upplyst a kvoldin til gonguferdha ur nogu er adh velja Kaer kvedhja"
1,"Iljosi thess adh borgin er medh ser alogu a sorptunnur inn i heimtrodhum sem eru lengra en 15 metra fra gotu er thessi hugmynd andvana faedd Reyndar er odyrt adh setja hentuga mol a stiga til adh utryma drullunni"
1,"Egnota thessa gangbraut mikidh hef aldrei lent i thvi adh thurfa adh bidha lengi eftir adh bilar stoppi Gangrautaljos myndu bara haegja a umferdhinni og lengja bidhtima gangandi og hjolandi"
0,"Thadhaetti adh snua fra theirri vitleysu sem borginn er adh gera medh thvi adh innleidha thetta sjalfbaera felagsstarf hveju skilar thadh i sparnadhi engu folkidh haettir adh koma og kodhnadh nidhur heima hja ser og bara fjarutlat til sjalfbodhalidhana thadh er skomm hvernig borg og riki fara medh folkidh sem byggdhi upp fyrir okkur sem yngri erum svei"
1,"Faghopurumhverfis og skipulagssvidhs hefur skodhadh thessa hugmynd og telur hana ekki taeka i kosningu Gjaldskylda bilastaedha er a forraedhi bilastaedhasjodhs og tharf adh skodhast thar Tha bendir hopurinn a adh sundlaugin fengi ekki agodhann af hugsanlegri gjaldskyldu bilastaedha"
0,"Matursem ekki ekki tharf adh flytja langar leidhir er odyrari"
0,"Herer ekki um adh raedha mal sem tharf adh hradha heldur tharf adh setja thetta a dagskra og akvedha hvadh verdhur gert Thessi mannvirki eru adh eldast og thadh fer adh koma adh vidhhaldi sem kostar offjar og thar sem thau eru ekki lengur i notkunn tha verdhur alltaf erfit adh rettlaeta vidhgerdh og hvadh tha Losum okkur vidh thetta og latum arnar lidhast um dalinn einsog fordhum"
0,"Thadher ekki nog adh stjornvold marki ser stefnu um adh efla hjolreidhar og gongu sem fararmata thadh tharf adh fylgja henni eftir a ollum svidhum og svona embaetti gaeti gengt thvi hlutverki Thetta er nefnilega ekki bara samgongumal Allt heilbrigdhiskerfidh hefur avinning af baettri lydhheilsu ef fleiri kjosa adh hjola Allir hafa hag af umhverfisahrifum thess ef folk velur fararmata sem menga minna og s frv Eitt daemi er Harpa thar sem folk er ekki velkomidh a hjolum thvert a stefnu stjornvalda sem fjarmagna tho"
0,"Fyrirfaeinum arum var keyrt a stulku sem einmitt var adh fara tharna yfir til thess adh komast a aefingu hja Fylki Umferdhar hradhinn tharna er mjog oft langt yfir leifilegum morkum og thvi naudhsynlegt adh fa hradhahindranir"
0,"Gangstettiner handonyt sem reynt hefur veridh adh baeta medh misgodhum arangri"
0,"Ijanuar 2012 verdha lidhin thrju ar fra Busahaldabyltingunni og sjalfsagt adh minnast thessa merka vidhburdhar arlega hedhan i fra Thvi verdhur ekki neitadh adh einn af hapunktum byltingarinnar var thegar motmaelendur toku nidhur Osloartredh og brenndu thadh Thadh er afar vidheigandi adh minnast thessara timamota medh thvi adh endurtaka thennan verknadh adhfaranott edha kvold 21 januar ar hvert Osloartredh faer thar medh tvofaldan virdhingarsess sem jolatre yfir fridhartimann og sem fodhur fyrir byltingareldinn i lok januar"
0,"Vinnuhoparborgarinnar sem eru adh sla gras og klippa tre og hreinsa bedh blokkera idhulega stigana medh bilum sinum Litlir vorubilar eru keyrdhir langar leidhir eftir stigunum og sidhan lagdhir thar medhan vinnan fer fram; ekkert tillit tekidh til gangandi og hjolandi Bilar eiga ekki heima a stigunum; tha a adh leggja i naesta botnlanga og sidhan adh ganga medh aholdin adh vinnustadh"
0,"Oryggiabotarvant fyrir alla bila sem og gangandi/hjolandi ibua"
0,"Egby a Alfsnesi og fer thvi oft thessa leidh edha hluta hennar thadh er mikil breyting adh aka ut ur Mosfellsbaenum thar sem er gotulysing og inni myrkridh a Alfsnesinu tharna er mikil umferdh og mjog hrodh oft talsverdhur framurakstur og oft leidhindavedhur Eg er sannfaerdh um adh lysing a thessari leidh yrdhi til mikilla bota fyrir alla sem fara thessa leidh en their eru ansi margir Thadh getur alveg veridh adh thetta se i farvegi hja Reykjavikurborg en eg tel adh thetta thurfi strax"
0,"Aundanfornum arum hefur veridh mikil uppbygging a sparkvollum i borginni Vesturbaerinn hefur lengi veridh a aaetlun en fram adh thessu hefur ekki enn sest vollur sem er sambaerilegur odhrum vollum i odhrum hverfum borgrinnar Allir vita adh medh baettir adhstodhu a svona vollum eykur thadh hreyfingu barna og ungmenna en undanfarin ar hafa born veridh adh thyngjast her a landi og er thetta klarlega einn lidhurinn i thvi adh sporna vidh theirri throunn Vesturbaerinn a ekki adh sitja eftir i thessum malum um okomin ar"
1,"samter thetta a sma haekkun kannski einn edha tveir metrar upp fra hradhbrautinni vidh sjoinn jordhin er adh hitna svo mikidh er spadh joklar munu bradhna og thadh haekkar sjoinn heilmikidh heitari sjor thenst ut og haekkar thessvegna lika en gaeti tekidh lengri tima en hundradh ar samt"
1,"Faghopurumhverfis og skipulagssvidhs hefur skodhadh thessa hugmynd og telur hana ekki taeka i kosningu enda er thetta innan einkalodhar Hugmyndinni thyrfti adh visa til husfelags"
1,"Ogeinnig tha faerirdhu umferdhinni bara a Longuhlidhina og Flokagotu thar sem eflaust fleiri koma gangandi i Kambratun en yfir Raudhararstiginn"
0,"Nuer thetta kannski otimabaert og dyrt en vidh thurfum adh hugsa fram i timann og bregdhast vidh adhur en thadh verdhur mun dyrara umfangsmeira og erfidhara Nedhanjardharlestir geta minnkadh umferdh i borginni svo um munar og ferdhatimi styttist svo um munar Thetta getur hjalpadh ollum adhilum hugsidh nu til thess adh harpan var eitt thadh mest otharfa hus sem byggt hefur veridh fyrir allt of mikinn pening Eydhum peningum nu i eitthvadh skynsamlegt sem getur hentadh vel i framtidhinni og gagnast ollum adhilum"
0,"MyndunLaugavegarins og husa sem vidh hann standa helst i hendur vidh voxt Reykjavikur i austuratt Hugmynd min adh skipulagi Laugavegar er einmitt byggdh a thessari throunarsogu Reykjavikur Laugavegur aetti adh vera einhverskonar thverskurdhur af Reykjavik a timabilinu 1850 til 2000 thar sem elstu husin standa nedhst vidh gatnamot Skolavordhustigs og yngstu husin standa efst vidh Hlemm Tharna a milli er husum radhadh i timarodh edha rettara sagt skipulagssvaedhi milli thvergatna eru helgudh timabilum i aldursrodh"
0,"Umferdhina HateigsV er of hrodh fra hradharhindrun uppi nidhur adh ljosum tok ovisindalega tilraun fra hradharhindrun efst uppi a HateigV thar sem eg let bilin renna nidhur adh ljosum og billinn nadhi rett yfir 50 km hradha Thadh er 30km hradhi i gotunni Vert adh minnast a alla skolana sem eru tharna i gotunni mer finnst slys liggja i loftinu ef ekkert gerist einnig er eg buinn adh missa toluna a hversu oft bilar lenda i aftanikeyrslum i brekkunni adh ljosunum Junglelaw er svo vidh heidhur nedhar i gotunni"
0,"Oruggaster adh hafa gongubru yfir thessi fjolfornu gatnamot Gongubru adhur en thadh verdhur of seint!!!"
0,"Thadher mikil umferdh a thessum legg eins og odhrum a morgnana thegar born eru a leidhinni i skolann Thadh myndi letta a umferdhinni ef bornin gaetu gengidh undir gotuna i stadhin fyrir yfir hana"
0,"Thadhmaetti verulega baeta oryggi vidh orminn Thar sem hann endar/byrjar er n k hus og trebru thar upp adh Thar sitthvoru megin vidh eru storir steinar sem barn myndi lenda a ef thadh dytti nidhur til hlidhar vidh bruna Thadh sama ma segja thar sem seinni hluti ormsins byrjar en thar maetti framlengja spyturnar og bua til litidh handridhi thvi eins og vidh husidh geta born audhveldlega slasadh sig ef thau detta nidhur Thetta er rumlega metersfall sem er mikidh thegar madhur er varla metri sjalfur"
0,"Einnigvaeri haegt adh vera medh likamsraektartaeki jardhfost sbr outdoor gyms thar sem haegt vaeri adh aefa ymsa vodhvahopa Eg hef sedh thetta i borgargordhum erlendis og idhulega folk adh notfaera ser thetta Spurning hvort hafa yrdhi skjolthak vegna vedhurs og vinda herlendis? Her er haegt adh sja nokkur daemi um svona utileiktaeki fullordhinna ithrottaalfa:"
0,"hjolreidhafolka eftir adh halda adh akbraut Fossv se stigur"
0,"Semibui vidh Reynisvatnsveg hef eg miklar ahyggjur af hradhakstri a veginum Hamarkshradhi a veginum er logum samkvaemt 50 kilometrar a klukkustund en her bruna bilar framhja a allt adh rumlega tvofoldum hamarkshradha Se litidh til thess adh mikidh er um born i hverfinu segir thadh sig alveg sjalft adh thetta er storhaettulegt"
0,"Thadher engin stytta i Vesturbaenum Thadh eru alltof margar nidhri i midhbae og ekki einu sinni thar sem folk kann adh taka eftir theim Styttan af Skula Landfogeta myndi soma ser vel a AEgissidhunni thadh vantar styttu thar af merkilegum manni eins og Skula sem hefur gert eitthvadh gagn i Reykjavik Mer finnst yfirleitt adh thadh vanti adh styttum se dreyft um borgina en ekki hrugadh a eitt svaedhi i midhbaenum Thadh vantar t d styttu a hringtorgidh vidh thjodharbokhlodhuna"
0,"Egmyndi vilja sja adh thadh yrdhu maladhar hradhalinur medh jofnu millibili a Korpulfstadhaveginn rett adhur en madhur kemur adh brunni vidh Bardhastadhi fra Vesturlandsveginum Tharna er hradhi okumanna yfirleitt frekar har midhadh vidh adh hamarkshradhi er 50 km/klst og ekki oalgengt adh baedhi straeto og vorubilar aki thennan veg Korpuskoli er tharna upp vidh veginn og hef eg miklar ahyggjur af oryggi barna minna Eg held adh svona hradhalinur eins og voru fyrir utan kaupstadhi minni okumenn a adh minnka hradhann"
0,"Sidhastahaust var grasidh lagadh settar nyjar thokur en nuna er naestum allt grasidh ordhidh adh drullisvadhi aftur ! Thetta er odyr lausn sem audhvelt er adh framkvaema"
0,"Thegarstendur til adh thryfa i kringum t d husfelag adh tha er einn ibui i t d 48 ibudha husi sem faer lanadhan sopara yfir helgina edha hluta helgarinnar og skilar aftur adh notkun lokinni Thetta yrdhi hagkvaemt thegar upp er stadhidh og jafnframt myndi thetta draga ur mengun vegna ryks"
0,"Thadher engin astaedha til adh thessi gatnamot thurfi adh vera svona erfidh thadh aetti adh vera audhvelt adh sja gloggt hvar er i lagi adh leggja bil og hvar ekki Sem myndi svo gera baedhi akandi og gangandi audhveldara um vik adh atta sig a adhvifandi umferdh medh storlega minni haettu a slysum"
0,"Golfithrottinhentar flestum og nytur aukinna vinsaelda"
0,"Iefri hluta fellsmula myndast mikidh bergmal milli blokka fra umferdh Thetta veldur miklu onaedhi fyrir ibua Fellsmuli liggur samsidha helstu umferdharaedh hofudhborgarsvaedhisins miklabraut og thangadh vaeri thessari umferdh betur styrt"
0,"Gatnamotineru nokkudh haettuleg Thadh maetti skodha hvort ekki maetti koma fyrir hringtorgi Tha maetti endurskodha kroppu beygjuna a Hofdhabakkanum rett fyrir nedhan gatnamotin Hofdhabakkinn atti a sinum tima adh na ut a Breidhholtsbraut og thvi var sett thessi krappa beygja a Hun er mjog varasom i halku Tha maetti skodha adh koma fyrir straetobidhstodhvum vidh gatnamotin fyrir leidhir 12 og 17 Styttir gonguleidhir fyrir marga Tha tharf adh baeta oryggi gangandi og hjolandi um thessi gatnamot"
0,"Effolk vill hafa thetta afram sem fotboltavoll tha myndi eg vilja lata stor baeta hann edha breyta honum i bilastaedhi Svo er lika haegt adh nota tunidh milli seljabrautar og fotboltavallarins sem bilastaedhi og baetta vollin thar sem adh grasidh a honum er ordhidh frekar holott og lelegt"
0,"Lidhuri thvi adh baeta hundamenningu a Islandi er adh umhverfisthjalfa hunda og leyfa theim adh hitta adhra hunda Margir borgarbuar eiga ekki gardh thar sem their geta thjalfadh hundana sina og er thvi naudhsynlegt adh sett verdhi upp hundagerdhi i hverju hverfi borgarinnar T d er hundagerdhi milli Bakka og Fellahverfis sem thannig er ur gardhi gert adh thadh nytist bara naerliggjandi fotgangandi borgarbuum og er thvi naudhsynlegt adh hundaeigendur i Seljahverfi fai hundagerdhi i sitt naerumhverfi"
1,"Thegarslaem hradhatakmorkunarupphaekkanir hopp sem fer mjog illa medh bilinn a milli Engjasels og Thinnar Verslunnar Thadh eru 4 hopp nu thegar a thessum stutta spotta Nog komidh Frekar adh faekka hradhatakmorkunarupphaekkunum hoppum og audhvelda adhgengi adh verlsuninni"
0,"Thadhmundi verdha framfor adh grodhursetja tre medhfram Bustadhavegi en thadh aetti lika adh nota thetta mikla blass til adh leggja thar greidhfaera hjolreidhabraut"
0,"Folkhefur tekist a loft og skollidh nidhur a thessu horni"
1,"Faghopurumhverfis og skipulagssvidhs hefur skodhadh thessa hugmynd Verkefnidh sprengir kostnadharrammann Faghopur vill engu adh sidhur halda hugmyndinni i akvedhnu ferli Hann mun thvi maelast til thess vidh endanlega uppstillingu hugmynda til kosningar adh thessi hugmynd verdhi send ithrotta og tomstundaradhi Reykjavikurborgar til medhferdhar"
1,"Sumsvaedhi mega vera hra og oproduserudh Thadh myndi algerlega skemma sjarmann vidh ;;Drullo adh setja bekki bordh og roluvoll Folk getur fengidh thadh allt saman i minutufjarlaegdh i Hljomskalagardhinum Leyfum Drullo adh vera eins og hann er thannig hefur hann funkeradh aratugum saman"
0,"Aukidhoryggi fyrir gangandi vegfarendur og adhgengi milli svaedha i Breidhholti Mjog erfitt er adh komast a milli thessa svaedha i dag Hradhbraut og mikil umferdh a milli Engin orugg leidh er a longum kafla f gangandi vegfarendur"
0,"Gridharlegamikil umferdh engin gonguljos neinsstadhar fyrir bornin mjog morg born fara tharna yfir til adh komast i ithrottir i Laugardalinn Hradhahindranirnar duga ekki til adh draga ur hradha ne eitthvadh blikkandi daemi sem segir a hvadha hradha bilarnir aka Thau eru nanast alltaf blikkandi thessi ljos thvi flestir keyra of hratt tharna"
0,"Hestaleigaog hestvagnaleiga aridh um kring gerdh ut fra hestagerdhinu vidh Frikirkjuveg 11 Thar byggdhi Thor Jensen myndarlegt hus a fyrsta aratug lidhinnar aldar Til adh audhvelda adhfong gerdhi hann natturulega radh fyrir adhdrattum a hestum og hestvognum og thvi er onotadh hestagerdhi bak vidh husidh Onotadh jaeja stundum eru krakkar i fotbolta thar Fra thessum stadh er graent belti medhfram Oskjuhlidh og inn medh Fossvogi sem liggur upp i Vidhidal og Heidhmork"
0,"Mikidhstarf hefur faridh i adh endurvekja gardhinn en alltaf ma a sig blomum baeta"
0,"Mjogoheppilegar breytingar voru gerdhar a gufubadhinu i Laugardalslaug nyveridh Til thess adh minnka skadhann orlitidh maetti slokkva oll thau ogrynni ljosa sem komidh var fyrir"
0,"Hundaeigner mjog algeng i Grafarholti og fer vaxandi Ekki oalgengt adh maeta allt adh 10 manns uti adh ganga medh hundinn sinn t d i lok vinnudags Hundagerdhi myndi faekka theim tilvikum thar sem folk freystast til adh sleppa hundinum lausum t d vidh Reynisvatn til adh leyfa theim adh hlaupa adheins Myndi einnig vonandi minnka hundaskit a og vidh gongustiga"
1,"Seenga astaedhu til adh standa i tunraekt og heyskap i borgarlandinu lausaganga bufjar er hvort sem er bonnudh og thvi engin bryn thorf a yfir 400 hektara af tunum nema borgin aetli adh hefja blandadhan buskap Vel maetti beita eitthvadh af thessum svaedhum i samvinnu vidh hestamenn og thannig baedhi lifga upp a borgina og laekka kostnadh vidh slatt og aburdhargjof Tho Reykvikingar seu upp til hopa gamlir baendur og afkomendur theirra tha er thessi tunraekt komin ut i toma thvaelu"
0,"Vetrarrikidregur ur idhkun Viljum fa fleiri born i ithrottir Ithrottir eru forvorn"
1,"Eralmennt sammala ther um nekt en neita adh taka afstodhu thvi a Thadh eru margar sandstrendur a Islandi Margar theirra litidh sottar og fullkomnar til naktrar utiveru b I sundhollinni til daemis er adh finna svalir thar sem leyfilegt er adh spoka sig berrassadhur Baedhi eru svalir kvenna og svalir karla Thangadh fara margir karlmenn til thess adh stunda lettar aefingar an spjara c Langsamlega flestir hafa ekki ahuga a adh stunda sund naktir Thadh vaeri af og fra adh taka sundtima FRA theim fyrir thetta"
1,"Egstydh adh Fellsmuli verdhi gerdhur adh botnlanga en eg tel mun heillavaenlegra adh loka honum vidh Sidhumula i stadh thess adh loka vidh Haaleitisbraut Thannig myndast miklu betri tenging vidh ibuabyggdhina vestan Fellsmula i stadh thess adh tengja gotuna vidh Grensas Einnig myndi umferdh betur henta adh Haaleitisbraut thvi gatnamotin Fellsmuli/Grensasvegur eru mun umferdharthyngri"
0,"Svaedhidher nu ovistlegt og enginn notar thetta svaedhi ser til anaegju Torf og grodhur breytir miklu"
0,"Grensasvegurer breidh gata og thar maetti faekka akreinum i tvaer i stadh fjogurra planta trjam og runnum og gera hjolastig Sem sagt vistgata sem verdhur thaegilegri adh ferdhast um sem gangandi og hjolandi Baetir umhverfidh og tengir betur smaibudhahverfi og Haaleitishverfi"
